,Energy_DACCS,Energy_DOCCS,Energy_EW,Energy_OA,EnergyL,Land_A/R,Land_BECCS,LandL,ER_A/R,ER_BC,ER_BECCS,ER_DACCS,ER_DOCCS,ER_EW,ER_OA,ER_SCS,CDRRequired,Ymax_A/R,Ymax_BC,Ymax_BECCS,Ymax_DACCS,Ymax_DOCCS,Ymax_EW,Ymax_OA,Ymax_SCS,GeoSt,Solved,Removals,Costs,A/R,BC,BECCS,DACCS,DOCCS,EW,OA,SCS,Land,Energy,Water,Nitrogen,Phosphorous,BECCS_2050,A/R_2050,SCS_2050,BC_2050,DACCS_2050,EW_2050,OA_2050,DOCCS_2050,BECCS_2075,A/R_2075,SCS_2075,BC_2075,DACCS_2075,EW_2075,OA_2075,DOCCS_2075,BECCS_2100,A/R_2100,SCS_2100,BC_2100,DACCS_2100,EW_2100,OA_2100,DOCCS_2100,BECCS_removed,A/R_removed,SCS_removed,BC_removed,DACCS_removed,EW_removed,OA_removed,DOCCS_removed
0,4.7,2.5,0.5,0.7,2030.0,0.07,0.04,200000000.0,-0.23,-0.05,-0.15,0.05,0.05,-0.05,-0.05,-0.23,400000000000.0,2000000000.0,300000000.0,700000000.0,5000000000.0,1000000000.0,2000000000.0,1000000000.0,600000000.0,4000000000.0,1.0,400000000000.0,8244578083244.187,2000000000.0,300000000.0,1820000.0000000002,4000000000.0,1.0,2000000000.0,698252498.2500004,600000000.0,163200000.0,101443883743.875,72996.56111074323,954.77889022,356.94669004499997,0.0,20000000.0,599999999.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,599999999.0,299500000.0,3999990000.0,0.0,0.0,0.0,0.0,20000000.0,599999999.0,299500000.0,3999990000.0,1999999999.0,698252497.0,0.0,27300000.0,150000000000.0,33000000010.0,10507500000.0,172500149995.0,20000000010.0,13965049975.000002,10.000000000000002
1,4.7,8.3,12.5,4.767,2045.0,0.08,0.17,1000000000.0,-0.23,-0.033,0.017,0.094,0.083,-0.028,0.033,-0.034,1100000000000.0,5440000000.0,1560000000.0,700000000.0,15500000000.0,1900000000.0,2400000000.0,1000000000.0,2310000000.0,20000000000.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10.0,8.3,0.5,2.733,2045.0,0.08,0.17,600000000.0,-0.23,0.083,0.017,0.139,0.106,-0.05,-0.017,-0.083,500000000000.0,3290000000.0,5340000000.0,5460000000.0,17000000000.0,2800000000.0,3200000000.0,5200000000.0,2120000000.0,4000000000.0,1.0,500000000000.0,6615905426762.699,3290000000.0,5340000000.0,1820000.0000000002,4000000000.0,1.0,1.0,1.0,2120000000.0,286400000.0,200000000000.0,93682.41263516758,3494.754098896332,1002.6416905548408,0.0,311979178.0,2119999999.0,0.0,0.0,0.0,0.0,0.0,0.0,1131979178.0,2119999999.0,0.0,2189106287.0,0.0,0.0,0.0,0.0,1310000000.0,2119999999.0,5339500000.0,3999990000.0,0.0,0.0,0.0,27300000.0,193679167114.03406,116600000010.0,90907499990.0,98786032855.966,10.000000000000002,10.000000000000002,10.000000000000002
3,6.467,2.5,4.5,6.8,2030.0,0.07,0.17,400000000.0,-0.202,0.1,-0.083,0.117,0.05,-0.028,0.0,-0.01,1000000000000.0,2430000000.0,3450000000.0,10220000000.0,12500000000.0,2800000000.0,3000000000.0,1000000000.0,1170000000.0,12000000000.0,1.0,1000000000000.0,20309438077795.934,2430000000.0,3450000000.0,1790210781.9245582,11586721515.997208,1.0,3000000000.0,1000000000.0,1170000000.0,400000000.0,476156640219.7697,127463.84135080081,4238.116187974838,1408.2041165134995,1788390782.0,450000000.0,1169999999.0,3449500000.0,1407605013.0,0.0,0.0,0.0,1788390782.0,450000000.0,1169999999.0,3449500000.0,8977965587.0,0.0,285220082.0,0.0,1788390782.0,450000000.0,1169999999.0,3449500000.0,11586711516.0,2999999999.0,999999999.0,0.0,66363880893.39269,182199999995.0,87750000010.0,225507499990.0,370804785538.5093,49521632721.33336,17852200841.764668,10.000000000000002
4,10.0,6.367,12.5,2.733,2030.0,0.07,0.04,600000000.0,-0.063,0.017,-0.05,0.061,0.094,-0.05,0.083,-0.23,900000000000.0,4580000000.0,930000000.0,10220000000.0,15500000000.0,6400000000.0,3000000000.0,10800000000.0,1550000000.0,12000000000.0,1.0,900000000000.0,14177747676664.084,4400000000.0,930000000.0,6178927054.28,7617934937.879999,1.0,1.0,10800000000.0,1550000000.0,588919305.256376,528478746894.0,200831.04842969618,2311.18221800025,996.822694149,0.0,1599999999.0,0.0,0.0,0.0,0.0,0.0,0.0,1795041992.0,2419999999.0,1549999999.0,929500000.0,3917914896.0,0.0,7618313598.0,0.0,6177107054.0,2420000000.0,1549999999.0,929500000.0,7617924938.0,0.0,10799999999.0,0.0,114195515775.0,279399999945.0,62000000010.0,23257500000.0,153963848251.97192,10.000000000000002,267183135998.02814,10.000000000000002
5,6.467,8.3,8.5,2.733,2045.0,0.07,0.04,1000000000.0,-0.23,0.033,-0.017,0.083,0.106,-0.05,0.1,-0.108,700000000000.0,5440000000.0,3450000000.0,3080000000.0,18500000000.0,1000000000.0,2800000000.0,10800000000.0,600000000.0,16000000000.0,1.0,700000000000.0,10033960831478.86,4400000000.0,3450000000.0,3080000000.0,6986049858.316529,1.0,1.0,10800000000.0,600000000.0,471719089.1782359,373475922168.6649,159578.28013943115,1903.832307879867,840.9494968932855,0.0,1200000000.0,599999999.0,0.0,0.0,0.0,0.0,0.0,152651592.0,2020000000.0,599999999.0,949500000.0,3385041422.0,0.0,0.0,0.0,3078180000.0,2420000000.0,599999999.0,3449500000.0,6986039858.0,0.0,10799999999.0,0.0,61044373874.38768,257400000000.0,36000000010.0,73757500000.0,130798126085.61234,10.000000000000002,141000000010.0,10.000000000000002
6,4.7,8.3,12.5,6.8,2045.0,0.07,0.04,400000000.0,-0.202,-0.017,0.15,0.128,0.061,-0.05,0.033,-0.206,400000000000.0,4150000000.0,2190000000.0,4270000000.0,8000000000.0,2800000000.0,2600000000.0,5200000000.0,1360000000.0,8000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8.233,6.367,0.5,2.733,2050.0,0.07,0.04,400000000.0,-0.008,0.05,-0.017,0.139,0.072,-0.017,-0.033,-0.034,900000000000.0,4150000000.0,5970000000.0,11410000000.0,17000000000.0,6400000000.0,3600000000.0,8000000000.0,1170000000.0,12000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4.7,2.5,12.5,4.767,2040.0,0.07,0.04,200000000.0,-0.091,-0.033,-0.05,0.05,0.106,-0.006,-0.033,-0.108,700000000000.0,4580000000.0,4080000000.0,3080000000.0,15500000000.0,6400000000.0,2000000000.0,10800000000.0,1550000000.0,4000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,6.467,6.367,12.5,2.733,2050.0,0.07,0.17,1000000000.0,-0.036,0.017,0.083,0.094,0.139,-0.028,0.05,-0.108,1000000000000.0,3720000000.0,4080000000.0,700000000.0,5000000000.0,1000000000.0,2000000000.0,3800000000.0,600000000.0,12000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4.7,2.5,4.5,2.733,2050.0,0.08,0.105,400000000.0,0.02,0.0,-0.117,0.15,0.083,-0.05,-0.017,-0.059,1100000000000.0,5870000000.0,3450000000.0,11410000000.0,14000000000.0,4600000000.0,3000000000.0,5200000000.0,1930000000.0,8000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,10.0,2.5,0.5,4.767,2030.0,0.09,0.105,200000000.0,-0.091,0.0,0.117,0.117,0.106,-0.028,-0.05,-0.083,800000000000.0,4150000000.0,5970000000.0,700000000.0,15500000000.0,8200000000.0,3200000000.0,12200000000.0,790000000.0,8000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6.467,4.433,0.5,4.767,2035.0,0.07,0.105,1000000000.0,-0.091,0.1,-0.05,0.083,0.139,0.006,0.033,-0.23,1000000000000.0,4150000000.0,2190000000.0,9030000000.0,17000000000.0,4600000000.0,3000000000.0,9400000000.0,980000000.0,20000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,8.233,6.367,0.5,0.7,2035.0,0.09,0.105,600000000.0,-0.036,0.017,-0.017,0.072,0.061,0.05,-0.05,-0.23,1000000000000.0,2000000000.0,5970000000.0,5460000000.0,6500000000.0,2800000000.0,3600000000.0,1000000000.0,1170000000.0,4000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,10.0,8.3,0.5,0.7,2030.0,0.07,0.105,200000000.0,-0.202,0.1,-0.083,0.094,0.072,0.05,-0.033,-0.059,700000000000.0,5010000000.0,4080000000.0,6650000000.0,9500000000.0,8200000000.0,3000000000.0,1000000000.0,600000000.0,4000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,6.467,2.5,12.5,2.733,2030.0,0.08,0.04,800000000.0,-0.147,0.017,0.083,0.15,0.128,0.039,0.033,-0.01,1000000000000.0,5010000000.0,5340000000.0,6650000000.0,14000000000.0,9100000000.0,3800000000.0,2400000000.0,1740000000.0,20000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,4.7,4.433,0.5,0.7,2030.0,0.09,0.04,300000000.0,-0.119,0.067,0.083,0.083,0.128,-0.039,-0.017,-0.157,600000000000.0,5010000000.0,4080000000.0,7840000000.0,18500000000.0,2800000000.0,2800000000.0,13600000000.0,2120000000.0,12000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,10.0,4.433,8.5,2.733,2030.0,0.09,0.17,700000000.0,-0.091,0.017,0.083,0.117,0.15,0.006,0.1,-0.157,400000000000.0,2000000000.0,1560000000.0,700000000.0,8000000000.0,1000000000.0,3400000000.0,12200000000.0,790000000.0,16000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,10.0,2.5,0.5,2.733,2035.0,0.07,0.04,800000000.0,-0.23,0.033,-0.017,0.117,0.061,-0.017,0.05,-0.23,400000000000.0,4150000000.0,5340000000.0,3080000000.0,8000000000.0,3700000000.0,3000000000.0,13600000000.0,1170000000.0,20000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,10.0,4.433,8.5,0.7,2030.0,0.07,0.17,200000000.0,-0.091,0.017,-0.117,0.094,0.128,-0.028,0.1,-0.132,800000000000.0,4150000000.0,5340000000.0,9030000000.0,15500000000.0,6400000000.0,3600000000.0,12200000000.0,980000000.0,8000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,10.0,2.5,8.5,2.733,2050.0,0.07,0.17,300000000.0,-0.063,-0.033,0.017,0.083,0.117,0.017,0.017,-0.108,1000000000000.0,5010000000.0,2820000000.0,4270000000.0,11000000000.0,2800000000.0,2200000000.0,13600000000.0,1550000000.0,20000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,6.467,4.433,0.5,2.733,2035.0,0.09,0.04,400000000.0,-0.147,0.05,-0.15,0.094,0.117,-0.017,-0.017,-0.206,1000000000000.0,5010000000.0,300000000.0,4270000000.0,15500000000.0,5500000000.0,2800000000.0,2400000000.0,600000000.0,4000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4.7,8.3,12.5,0.7,2035.0,0.08,0.105,1000000000.0,-0.147,0.067,0.05,0.05,0.083,0.028,0.05,-0.132,700000000000.0,2000000000.0,300000000.0,10220000000.0,14000000000.0,1900000000.0,2600000000.0,9400000000.0,1170000000.0,4000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,6.467,2.5,8.5,0.7,2040.0,0.08,0.04,700000000.0,-0.036,0.05,-0.117,0.15,0.094,0.028,0.083,-0.01,700000000000.0,4580000000.0,4710000000.0,9030000000.0,17000000000.0,2800000000.0,3600000000.0,8000000000.0,980000000.0,20000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,8.233,8.3,8.5,2.733,2045.0,0.08,0.04,1000000000.0,0.02,-0.017,-0.017,0.117,0.106,0.017,0.033,-0.01,700000000000.0,2430000000.0,5340000000.0,4270000000.0,15500000000.0,8200000000.0,3200000000.0,5200000000.0,1930000000.0,8000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,8.233,4.433,8.5,4.767,2035.0,0.08,0.17,500000000.0,-0.008,0.067,-0.117,0.072,0.106,0.028,-0.017,-0.157,1000000000000.0,5440000000.0,1560000000.0,3080000000.0,15500000000.0,4600000000.0,3400000000.0,8000000000.0,1740000000.0,12000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6.467,2.5,8.5,4.767,2045.0,0.07,0.04,600000000.0,-0.036,0.067,-0.05,0.061,0.128,-0.006,0.017,-0.059,500000000000.0,2430000000.0,930000000.0,1890000000.0,9500000000.0,7300000000.0,2400000000.0,5200000000.0,980000000.0,8000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,10.0,6.367,8.5,4.767,2045.0,0.08,0.04,700000000.0,-0.202,0.083,-0.05,0.117,0.15,-0.017,0.0,-0.23,600000000000.0,4580000000.0,3450000000.0,11410000000.0,14000000000.0,8200000000.0,2400000000.0,13600000000.0,1550000000.0,8000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,6.467,4.433,0.5,6.8,2030.0,0.08,0.04,500000000.0,-0.091,-0.033,-0.083,0.061,0.072,-0.05,0.05,-0.181,800000000000.0,5010000000.0,4710000000.0,10220000000.0,17000000000.0,3700000000.0,2800000000.0,10800000000.0,1930000000.0,12000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,4.7,8.3,4.5,2.733,2050.0,0.09,0.105,400000000.0,-0.091,0.05,-0.017,0.061,0.072,-0.017,0.1,-0.059,600000000000.0,2430000000.0,930000000.0,1890000000.0,12500000000.0,1000000000.0,3600000000.0,10800000000.0,1170000000.0,20000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,4.7,6.367,0.5,6.8,2035.0,0.07,0.105,200000000.0,-0.119,0.1,-0.017,0.128,0.106,-0.017,0.1,-0.206,700000000000.0,4580000000.0,5970000000.0,4270000000.0,11000000000.0,8200000000.0,3000000000.0,13600000000.0,1550000000.0,16000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,6.467,4.433,0.5,4.767,2035.0,0.09,0.17,800000000.0,-0.008,-0.017,0.05,0.083,0.15,0.028,0.05,-0.108,700000000000.0,2000000000.0,5340000000.0,3080000000.0,11000000000.0,1000000000.0,3400000000.0,12200000000.0,600000000.0,20000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,8.233,8.3,0.5,0.7,2035.0,0.07,0.04,700000000.0,-0.091,0.05,0.05,0.05,0.083,0.028,-0.033,-0.23,900000000000.0,2000000000.0,5340000000.0,4270000000.0,8000000000.0,2800000000.0,2600000000.0,1000000000.0,600000000.0,8000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,4.7,8.3,4.5,4.767,2040.0,0.08,0.17,400000000.0,0.02,0.067,-0.083,0.15,0.094,0.05,0.017,-0.23,700000000000.0,5870000000.0,5340000000.0,4270000000.0,17000000000.0,8200000000.0,3400000000.0,10800000000.0,1360000000.0,8000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,10.0,4.433,0.5,0.7,2035.0,0.09,0.17,1000000000.0,-0.23,0.0,-0.017,0.117,0.083,-0.039,0.1,-0.108,1100000000000.0,2430000000.0,5970000000.0,11410000000.0,11000000000.0,5500000000.0,2200000000.0,8000000000.0,600000000.0,16000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,10.0,2.5,0.5,6.8,2045.0,0.09,0.17,500000000.0,-0.202,0.033,-0.017,0.15,0.05,-0.05,0.0,-0.034,1100000000000.0,2430000000.0,930000000.0,5460000000.0,6500000000.0,6400000000.0,2200000000.0,9400000000.0,790000000.0,20000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,10.0,4.433,12.5,0.7,2035.0,0.09,0.105,700000000.0,-0.091,0.05,-0.083,0.072,0.083,0.006,0.0,-0.181,800000000000.0,2000000000.0,5970000000.0,3080000000.0,17000000000.0,4600000000.0,2000000000.0,2400000000.0,1740000000.0,8000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,8.233,4.433,12.5,4.767,2035.0,0.07,0.04,800000000.0,-0.147,-0.033,-0.017,0.094,0.117,0.006,0.033,-0.206,900000000000.0,2000000000.0,1560000000.0,4270000000.0,11000000000.0,9100000000.0,3200000000.0,2400000000.0,1740000000.0,12000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,8.233,8.3,12.5,0.7,2030.0,0.07,0.17,700000000.0,-0.23,0.083,-0.017,0.094,0.061,0.028,0.017,-0.132,1000000000000.0,4150000000.0,2820000000.0,9030000000.0,6500000000.0,8200000000.0,2800000000.0,3800000000.0,1740000000.0,20000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,4.7,6.367,12.5,2.733,2045.0,0.08,0.105,1000000000.0,-0.202,-0.017,0.083,0.05,0.061,-0.05,0.05,-0.132,800000000000.0,3290000000.0,2820000000.0,11410000000.0,8000000000.0,9100000000.0,3400000000.0,3800000000.0,980000000.0,20000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,10.0,2.5,8.5,2.733,2045.0,0.09,0.105,400000000.0,-0.23,0.1,0.15,0.117,0.128,0.05,-0.017,-0.059,1000000000000.0,3290000000.0,3450000000.0,9030000000.0,18500000000.0,9100000000.0,2800000000.0,13600000000.0,2120000000.0,20000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,4.7,4.433,4.5,2.733,2040.0,0.09,0.04,400000000.0,-0.202,0.067,0.017,0.083,0.083,-0.028,0.0,-0.23,1100000000000.0,4580000000.0,5340000000.0,4270000000.0,14000000000.0,4600000000.0,2800000000.0,5200000000.0,2310000000.0,4000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,10.0,8.3,0.5,2.733,2035.0,0.07,0.04,200000000.0,-0.091,0.017,0.083,0.094,0.072,-0.017,0.067,-0.206,500000000000.0,4580000000.0,2820000000.0,5460000000.0,6500000000.0,2800000000.0,3600000000.0,13600000000.0,600000000.0,12000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,10.0,8.3,0.5,6.8,2045.0,0.09,0.17,700000000.0,0.02,0.0,0.05,0.128,0.106,0.05,-0.05,-0.132,900000000000.0,5870000000.0,5340000000.0,7840000000.0,8000000000.0,4600000000.0,2000000000.0,8000000000.0,1550000000.0,16000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,10.0,8.3,8.5,2.733,2030.0,0.08,0.04,200000000.0,-0.23,0.0,-0.017,0.139,0.083,-0.006,0.083,-0.157,800000000000.0,3720000000.0,3450000000.0,7840000000.0,17000000000.0,7300000000.0,3400000000.0,3800000000.0,2120000000.0,12000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,8.233,2.5,12.5,6.8,2030.0,0.09,0.17,300000000.0,-0.147,-0.05,-0.017,0.106,0.094,-0.039,0.083,-0.132,900000000000.0,3720000000.0,4080000000.0,5460000000.0,6500000000.0,3700000000.0,2200000000.0,2400000000.0,2120000000.0,4000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,8.233,2.5,4.5,2.733,2040.0,0.07,0.04,600000000.0,-0.008,0.017,0.05,0.139,0.083,0.017,0.1,-0.034,1100000000000.0,2000000000.0,4710000000.0,9030000000.0,17000000000.0,3700000000.0,2000000000.0,10800000000.0,2120000000.0,12000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,8.233,6.367,8.5,4.767,2045.0,0.07,0.04,300000000.0,-0.063,0.0,-0.15,0.094,0.128,0.017,0.033,-0.059,400000000000.0,4150000000.0,300000000.0,7840000000.0,6500000000.0,2800000000.0,2800000000.0,12200000000.0,2310000000.0,20000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,4.7,4.433,12.5,4.767,2035.0,0.09,0.105,700000000.0,-0.147,0.05,-0.083,0.05,0.072,0.039,-0.05,-0.108,800000000000.0,2430000000.0,2820000000.0,5460000000.0,6500000000.0,3700000000.0,2400000000.0,9400000000.0,980000000.0,12000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,10.0,8.3,0.5,6.8,2045.0,0.09,0.17,600000000.0,-0.202,0.1,-0.083,0.15,0.061,-0.006,0.1,-0.132,800000000000.0,5010000000.0,2820000000.0,1890000000.0,5000000000.0,5500000000.0,2200000000.0,3800000000.0,1170000000.0,16000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,8.233,8.3,4.5,0.7,2050.0,0.08,0.04,500000000.0,-0.23,0.083,-0.017,0.072,0.05,0.05,0.083,-0.181,600000000000.0,2430000000.0,3450000000.0,6650000000.0,6500000000.0,2800000000.0,3600000000.0,13600000000.0,790000000.0,20000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,8.233,6.367,12.5,6.8,2030.0,0.08,0.105,700000000.0,0.02,0.017,-0.117,0.072,0.139,0.05,0.05,-0.181,400000000000.0,4150000000.0,5970000000.0,10220000000.0,15500000000.0,5500000000.0,2400000000.0,5200000000.0,1360000000.0,20000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,4.7,6.367,8.5,6.8,2035.0,0.09,0.105,600000000.0,-0.091,-0.05,-0.017,0.072,0.128,-0.039,0.067,-0.108,700000000000.0,5440000000.0,3450000000.0,10220000000.0,6500000000.0,8200000000.0,3800000000.0,12200000000.0,1930000000.0,16000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,6.467,4.433,0.5,2.733,2035.0,0.08,0.04,700000000.0,-0.008,0.067,0.117,0.15,0.139,0.028,-0.017,-0.01,1100000000000.0,2430000000.0,5340000000.0,4270000000.0,11000000000.0,8200000000.0,2000000000.0,13600000000.0,1550000000.0,8000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,10.0,4.433,8.5,6.8,2030.0,0.07,0.105,500000000.0,-0.008,0.05,-0.083,0.139,0.072,0.017,0.1,-0.108,1000000000000.0,3720000000.0,2190000000.0,11410000000.0,6500000000.0,4600000000.0,3000000000.0,9400000000.0,2120000000.0,20000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,8.233,2.5,4.5,2.733,2040.0,0.09,0.17,400000000.0,-0.174,0.033,-0.05,0.117,0.117,-0.039,-0.017,-0.108,500000000000.0,4150000000.0,930000000.0,4270000000.0,15500000000.0,1000000000.0,2000000000.0,10800000000.0,1360000000.0,16000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,4.7,6.367,4.5,0.7,2035.0,0.09,0.17,500000000.0,-0.008,-0.05,-0.15,0.061,0.072,0.006,0.067,-0.206,800000000000.0,5010000000.0,300000000.0,3080000000.0,12500000000.0,9100000000.0,3800000000.0,1000000000.0,600000000.0,8000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,8.233,4.433,8.5,4.767,2035.0,0.08,0.17,200000000.0,-0.202,-0.033,0.05,0.094,0.083,0.017,0.1,-0.083,1000000000000.0,2860000000.0,4710000000.0,700000000.0,6500000000.0,8200000000.0,2200000000.0,8000000000.0,2120000000.0,16000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,10.0,2.5,12.5,6.8,2045.0,0.09,0.105,1000000000.0,-0.008,-0.05,0.117,0.117,0.106,0.05,0.083,-0.132,800000000000.0,2860000000.0,3450000000.0,1890000000.0,9500000000.0,3700000000.0,2800000000.0,9400000000.0,1930000000.0,12000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,10.0,8.3,0.5,2.733,2040.0,0.07,0.105,400000000.0,-0.202,0.0,0.083,0.061,0.15,-0.028,-0.017,-0.059,800000000000.0,3720000000.0,5340000000.0,4270000000.0,12500000000.0,7300000000.0,2200000000.0,1000000000.0,1740000000.0,12000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,6.467,6.367,12.5,6.8,2040.0,0.09,0.17,1000000000.0,-0.174,-0.017,-0.117,0.15,0.072,0.039,0.033,-0.108,1000000000000.0,5010000000.0,2820000000.0,10220000000.0,18500000000.0,7300000000.0,3600000000.0,12200000000.0,790000000.0,4000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,6.467,4.433,12.5,2.733,2045.0,0.09,0.17,400000000.0,-0.23,0.083,0.083,0.05,0.05,-0.05,0.033,-0.108,700000000000.0,4150000000.0,2190000000.0,11410000000.0,15500000000.0,1000000000.0,2000000000.0,6600000000.0,1170000000.0,20000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,4.7,8.3,0.5,4.767,2035.0,0.08,0.105,800000000.0,-0.147,0.083,0.15,0.061,0.094,0.028,0.017,-0.01,900000000000.0,2860000000.0,300000000.0,9030000000.0,15500000000.0,1900000000.0,3200000000.0,13600000000.0,600000000.0,12000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,6.467,2.5,4.5,4.767,2040.0,0.09,0.04,1000000000.0,-0.23,0.05,-0.15,0.094,0.072,0.028,0.05,-0.181,500000000000.0,5010000000.0,2820000000.0,7840000000.0,12500000000.0,5500000000.0,3800000000.0,1000000000.0,1170000000.0,20000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
