future_id,Energy_DACCS,Energy_DOCCS,Energy_EW,Energy_OA,EnergyL,Land_A/R,Land_BECCS,LandL,ER_A/R,ER_BC,ER_BECCS,ER_DACCS,ER_DOCCS,ER_EW,ER_OA,ER_SCS,CDRRequired,Ymax_A/R,Ymax_BC,Ymax_BECCS,Ymax_DACCS,Ymax_DOCCS,Ymax_EW,Ymax_OA,Ymax_SCS,GeoSt,Solved,Removals,Costs,A/R,BC,BECCS,DACCS,DOCCS,EW,OA,SCS,Land,Energy,Water,Nitrogen,Phosphorous,BECCS_2050,A/R_2050,SCS_2050,BC_2050,DACCS_2050,EW_2050,OA_2050,DOCCS_2050,BECCS_2075,A/R_2075,SCS_2075,BC_2075,DACCS_2075,EW_2075,OA_2075,DOCCS_2075,BECCS_2100,A/R_2100,SCS_2100,BC_2100,DACCS_2100,EW_2100,OA_2100,DOCCS_2100,BECCS_removed,A/R_removed,SCS_removed,BC_removed,DACCS_removed,EW_removed,OA_removed,DOCCS_removed
44,10,8.3,8.5,2.733,2030,0.08,0.04,200000000,-0.23,0,-0.017,0.139,0.083,-0.006,0.083,-0.157,8E+11,3720000000,3450000000,7840000000,17000000000,7300000000,3400000000,3800000000,2120000000,12000000000,1,8E+11,1.2266E+13,2500000000,3450000000,2257999936,9531034938,1,1,3800000000,2120000000,200000000,5.28479E+11,109782.4074,4495.920616,1301.335488,0,520000000,2119999999,0,38519997,0,0,0,2091846088,520000000,2119999999,3449500000,4961460002,0,3799999999,0,2256179936,520000000,2119999999,3449500000,9531024938,0,3799999999,0,85362585155,1.24E+11,1.484E+11,91007500000,2.3723E+11,10,1.14E+11,10
45,8.233,2.5,12.5,6.8,2030,0.09,0.17,300000000,-0.147,-0.05,-0.017,0.106,0.094,-0.039,0.083,-0.132,9E+11,3720000000,4080000000,5460000000,6500000000,3700000000,2200000000,2400000000,2120000000,4000000000,1,9E+11,1.78306E+13,3305799438,4080000000,257518135.6,4000000000,1,2200000000,2400000000,2120000000,300000000,3.8376E+11,114945.0095,5495.658668,1585.319556,248349144,1325799438,2119999999,4079500000,1105670062,0,0,0,255698136,1325799438,2119999999,4079500000,3999990000,599999998,2399999999,0,255698136,1325799438,2119999999,4079500000,3999990000,2199999999,2399999999,0,5177662712,2.30938E+11,1.59E+11,2.14147E+11,1.71741E+11,46177280843,72819450905,10
46,8.233,2.5,4.5,2.733,2040,0.07,0.04,600000000,-0.008,0.017,0.05,0.139,0.083,0.017,0.1,-0.034,1.1E+12,2000000000,4710000000,9030000000,17000000000,3700000000,2000000000,10800000000,2120000000,12000000000,1,1.1E+12,1.56706E+13,2000000000,4710000000,9030000000,5972864068,1,2000000000,10800000000,2120000000,518426000,4.38455E+11,258662.3074,5613.455642,2029.917411,0,20000000,2119999999,0,0,0,0,0,9028180000,20000000,2119999999,2499499999,2658941196,0,3798722175,0,9028180000,20000000,2119999999,4709500000,5972854068,1999999999,10799999999,0,3.23791E+11,1.499E+11,1.45625E+11,1.06707E+11,1.23858E+11,29131191502,2.20987E+11,10
47,8.233,6.367,8.5,4.767,2045,0.07,0.04,300000000,-0.063,0,-0.15,0.094,0.128,0.017,0.033,-0.059,4E+11,4150000000,300000000,7840000000,6500000000,2800000000,2800000000,12200000000,2310000000,20000000000,1,4E+11,5.07248E+12,3747142857,500000,1820000,6500000000,1,1,1,2310000000,300000000,2.67573E+11,83072.66756,2449.909828,673.5528749,0,0,0,0,0,0,0,0,0,485305461,2309999999,0,2499989999,0,0,0,0,1767142857,2309999999,0,6499990000,0,0,0,27300000,1.71401E+11,1.0395E+11,7500000,1.24614E+11,10,10,10
48,4.7,4.433,12.5,4.767,2035,0.09,0.105,700000000,-0.147,0.05,-0.083,0.05,0.072,0.039,-0.05,-0.108,8E+11,2430000000,2820000000,5460000000,6500000000,3700000000,2400000000,9400000000,980000000,12000000000,1,8E+11,1.53618E+13,2430000000,2820000000,4224761905,6500000000,1,2400000000,1928088102,980000000,700000000,3.48706E+11,150217.2527,3172.885557,1153.953357,0,450000000,979999999,0,0,0,0,0,1722941905,450000000,979999999,2819500000,6499990000,1180394181,0,0,4222941905,450000000,979999999,2819500000,6499990000,2399999999,1928088101,0,1.10394E+11,1.782E+11,73500000010,1.11207E+11,2.33978E+11,54158274421,38561762041,10
49,10,8.3,0.5,6.8,2045,0.09,0.17,600000000,-0.202,0.1,-0.083,0.15,0.061,-0.006,0.1,-0.132,8E+11,5010000000,2820000000,1890000000,5000000000,5500000000,2200000000,3800000000,1170000000,16000000000,1,8E+11,1.47788E+13,4400000000,2820000000,1393190801,4775521976,1,2200000000,3800000000,1170000000,600000000,3.73476E+11,163581.213,3507.693204,1231.322135,17782480,1599999999,1169999999,1365458874,215834521,0,0,0,1391370801,2419999999,1169999999,2819500000,595926670,2199999999,2380441066,0,1391370801,2420000000,1169999999,2819500000,4775511976,2199999999,3799999999,0,50027299980,2.794E+11,87750000010,1.33737E+11,67477042272,88000000010,93608363405,10
50,8.233,8.3,4.5,0.7,2050,0.08,0.04,500000000,-0.23,0.083,-0.017,0.072,0.05,0.05,0.083,-0.181,6E+11,2430000000,3450000000,6650000000,6500000000,2800000000,3600000000,13600000000,790000000,20000000000,1,6E+11,8.58736E+12,2430000000,3450000000,6650000000,4508392721,1,2969441126,13600000000,790000000,486548677.8,3E+11,132863.5981,1671.47639,741.65669,0,0,0,0,0,0,0,0,0,450000000,789999999,0,1737440867,0,0,0,6648180000,450000000,789999999,3449500000,4508382721,2969441125,13599999999,0,1.04027E+11,1.5105E+11,31600000010,47007499995,83024451658,14847205642,1.68444E+11,10
51,8.233,6.367,12.5,6.8,2030,0.08,0.105,700000000,0.02,0.017,-0.117,0.072,0.139,0.05,0.05,-0.181,4E+11,4150000000,5970000000,10220000000,15500000000,5500000000,2400000000,5200000000,1360000000,20000000000,1,4E+11,5.56411E+12,4021182727,500000,1820000,9999999998,1,1,1,1360000000,379694618.2,4.1165E+11,82892.98356,1359.015688,449.57475,0,0,0,0,0,0,0,0,0,441182727,1359999999,0,2499989999,0,0,0,0,2041182727,1359999999,0,9999989998,0,0,0,27300000,1.70565E+11,54400000010,7500000,1.75E+11,10,10,10
52,4.7,6.367,8.5,6.8,2035,0.09,0.105,600000000,-0.091,-0.05,-0.017,0.072,0.128,-0.039,0.067,-0.108,7E+11,5440000000,3450000000,10220000000,6500000000,8200000000,3800000000,12200000000,1930000000,16000000000,1,7E+11,9.56536E+12,4400000000,2225177525,1583809524,6500000000,1,1,12200000000,1930000000,600000000,4.90545E+11,132232.452,2969.013345,939.0647131,0,800000000,1929999999,0,0,0,0,0,0,1620000000,1929999999,0,3999990000,0,0,0,1581989524,2420000000,1929999999,2224677525,6499990000,0,12199999999,0,31703490476,2.354E+11,1.0615E+11,33385162875,1.5E+11,10,1.43361E+11,10
53,6.467,4.433,0.5,2.733,2035,0.08,0.04,700000000,-0.008,0.067,0.117,0.15,0.139,0.028,-0.017,-0.01,1.1E+12,2430000000,5340000000,4270000000,11000000000,8200000000,2000000000,13600000000,1550000000,8000000000,1,1.1E+12,1.82396E+13,2430000000,5340000000,4270000000,7663258716,1,2000000000,13600000000,1550000000,384833298.2,4.38635E+11,168407.5206,4349.485325,1517.77588,3752470302,450000000,1549999999,0,880022389,0,0,0,4268180000,450000000,1549999999,5339500000,6092374988,1999999999,1794910798,0,4268180000,450000000,1549999999,5339500000,7663248716,1999999999,13599999999,0,1.43854E+11,1.7595E+11,98249999995,1.71007E+11,2.3199E+11,50000000010,2.28949E+11,10
54,10,4.433,8.5,6.8,2030,0.07,0.105,500000000,-0.008,0.05,-0.083,0.139,0.072,0.017,0.1,-0.108,1E+12,3720000000,2190000000,11410000000,6500000000,4600000000,3000000000,9400000000,2120000000,20000000000,1,1E+12,1.79966E+13,3720000000,2190000000,2333144038,1627574938,1,3000000000,9400000000,2120000000,500000000,5.28479E+11,178264.2792,5035.452233,1579.327006,88274307,1599999999,2119999999,2189500000,872415061,0,0,0,2331324038,1740000000,2119999999,2189500000,872415061,0,8823544120,0,2331324038,1740000000,2119999999,2189500000,1627564938,2999999999,9399999999,0,91055984313,2.61E+11,1.59E+11,1.09508E+11,51612010480,32433295501,2.95391E+11,10
55,8.233,2.5,4.5,2.733,2040,0.09,0.17,400000000,-0.174,0.033,-0.05,0.117,0.117,-0.039,-0.017,-0.108,5E+11,4150000000,930000000,4270000000,15500000000,1000000000,2000000000,10800000000,1360000000,16000000000,1,5E+11,6.43838E+12,3974789158,930000000,1820000,10655546189,1,1,1,1360000000,400000000,4.38636E+11,105465.7823,1966.589327,635.1032949,0,598462932,1359999999,0,0,0,0,0,0,1418462932,1359999999,0,3919952699,0,0,0,0,1994789158,1359999999,929500000,10655536189,0,0,0,27300000,2.17285E+11,74800000010,13957500000,1.93931E+11,10,10,10
56,4.7,6.367,4.5,0.7,2035,0.09,0.17,500000000,-0.008,-0.05,-0.15,0.061,0.072,0.006,0.067,-0.206,8E+11,5010000000,300000000,3080000000,12500000000,9100000000,3800000000,1000000000,600000000,8000000000,1,8E+11,1.6087E+13,4400000000,300000000,1148303497,8000000000,1,3800000000,1000000000,600000000,500000000,2.77E+11,152359.9717,1539.345832,671.1646987,804606896,1599999999,599999999,299500000,1061937190,0,999999999,0,1146483497,2419999999,599999999,299500000,7649198282,1923032964,999999999,0,1146483497,2420000000,599999999,299500000,7999990000,3799999999,999999999,0,28826588820,2.794E+11,45000000010,19507500000,2.85651E+11,91615164829,50000000010,10
57,8.233,4.433,8.5,4.767,2035,0.08,0.17,200000000,-0.202,-0.033,0.05,0.094,0.083,0.017,0.1,-0.083,1E+12,2860000000,4710000000,700000000,6500000000,8200000000,2200000000,8000000000,2120000000,16000000000,1,1E+12,2.01996E+13,2480992834,4710000000,214462952.6,6023455822,1,1221400907,8000000000,2120000000,200000000,4.90545E+11,88238.74285,5851.487578,1653.382238,182934689,500992834,2119999999,4709500000,262157806,0,741086549,0,212642953,500992834,2119999999,4709500000,870749456,0,7999999999,0,212642953,500992834,2119999999,4709500000,6023445822,1221400906,7999999999,0,4316559051,1.76938E+11,1.59E+11,2.64248E+11,1.06624E+11,6107004544,2.82766E+11,10
58,10,2.5,12.5,6.8,2045,0.09,0.105,1000000000,-0.008,-0.05,0.117,0.117,0.106,0.05,0.083,-0.132,8E+11,2860000000,3450000000,1890000000,9500000000,3700000000,2800000000,9400000000,1930000000,12000000000,1,8E+11,1.39613E+13,2860000000,3450000000,1890000000,1077521977,1,1,9400000000,1930000000,462099627.5,3.73476E+11,167264.4197,5025.104864,1602.42445,1888180000,880000000,1929999999,0,215834522,0,0,0,1888180000,880000000,1929999999,3449500000,569110480,0,2699765189,0,1888180000,880000000,1929999999,3449500000,1077511977,0,9399999999,0,1.13427E+11,2.119E+11,1.4475E+11,1.40434E+11,19615771891,10,1.69872E+11,10
59,10,8.3,0.5,2.733,2040,0.07,0.105,400000000,-0.202,0,0.083,0.061,0.15,-0.028,-0.017,-0.059,8E+11,3720000000,5340000000,4270000000,12500000000,7300000000,2200000000,1000000000,1740000000,12000000000,1,8E+11,1.29713E+13,3720000000,5340000000,1625906788,8389412945,1,2200000000,1000000000,1740000000,400000000,4.38636E+11,158458.2247,4560.270567,1455.426154,676786611,1599999999,1739999999,0,0,0,0,0,1624086788,1740000000,1739999999,5339500000,3227297058,0,0,0,1624086788,1740000000,1739999999,5339500000,8389402945,2199999999,999999999,0,55902108520,2.61E+11,1.294E+11,1.49408E+11,1.6229E+11,22000000010,20000000010,10
60,6.467,6.367,12.5,6.8,2040,0.09,0.17,1000000000,-0.174,-0.017,-0.117,0.15,0.072,0.039,0.033,-0.108,1E+12,5010000000,2820000000,10220000000,18500000000,7300000000,3600000000,12200000000,790000000,4000000000,1,1E+12,2.64936E+13,4400000000,2820000000,3756394641,462850182.7,1,141907360,12200000000,790000000,1000000000,4.38635E+11,253730.0195,4015.42257,1694.498957,3331458917,1599999999,789999999,2819500000,447476264,0,91711575,0,3754574641,2419999999,789999999,2819500000,462840182,0,4305850460,0,3754574641,2420000000,789999999,2819500000,462840183,141907359,12199999999,0,2.07378E+11,2.794E+11,59250000010,1.89606E+11,23407944237,709536809.9,2.40249E+11,10
61,6.467,4.433,12.5,2.733,2045,0.09,0.17,400000000,-0.23,0.083,0.083,0.05,0.05,-0.05,0.033,-0.108,7E+11,4150000000,2190000000,11410000000,15500000000,1000000000,2000000000,6600000000,1170000000,20000000000,1,7E+11,1.13364E+13,4150000000,2190000000,447058824.1,8760999603,1,1,6600000000,1170000000,400000000,3.73476E+11,136424.0355,2637.822187,897.1624767,221975068,1599999999,1169999999,0,0,0,0,0,445238824,2170000000,1169999999,2189500000,2489600089,0,2118850749,0,445238824,2170000000,1169999999,2189500000,8760989603,0,6599999999,0,9209083715,2.71181E+11,81900000010,65707500000,1.22226E+11,10,1.49776E+11,10
62,4.7,8.3,0.5,4.767,2035,0.08,0.105,800000000,-0.147,0.083,0.15,0.061,0.094,0.028,0.017,-0.01,9E+11,2860000000,300000000,9030000000,15500000000,1900000000,3200000000,13600000000,600000000,12000000000,1,9E+11,1.3394E+13,2860000000,300000000,5393605564,6943548387,1,3200000000,13600000000,600000000,800000000,4.90545E+11,223230.8786,2050.773318,1049.350038,59143475,800000000,599999999,0,0,0,0,0,5391785564,880000000,599999999,299500000,4443538387,0,0,0,5391785564,880000000,599999999,299500000,6943538387,3199999999,13599999999,0,2.18621E+11,2.012E+11,39000000010,7507500000,1.78126E+11,64000000010,1.91545E+11,10
63,6.467,2.5,4.5,4.767,2040,0.09,0.04,1000000000,-0.23,0.05,-0.15,0.094,0.072,0.028,0.05,-0.181,5E+11,5010000000,2820000000,7840000000,12500000000,5500000000,3800000000,1000000000,1170000000,20000000000,1,5E+11,6.54614E+12,4399999999,2820000000,1820000,12272324067,1,1,1000000000,1170000000,467179479.5,4.20661E+11,93165.85901,1433.78586,513.5325215,0,0,0,0,0,0,0,0,0,819999999,1169999999,0,4277872276,0,0,0,0,2419999999,1169999999,2819500000,12272314067,0,999999999,0,27300000,1.914E+11,46800000010,27102252429,2.2967E+11,10,5000000010,10
64,4.7,4.433,4.5,2.733,2040,0.08,0.04,400000000,-0.008,0.067,0.15,0.139,0.106,0.017,0.067,-0.083,5E+11,3290000000,300000000,700000000,8000000000,7300000000,3200000000,6600000000,600000000,20000000000,1,5E+11,6.35579E+12,3290000000,300000000,700000000,8000000000,1,1,6600000000,600000000,337600000,2.78189E+11,94101.66484,935.0113902,404.01669,0,0,599999999,0,0,0,0,0,698180000,510000000,599999999,0,6474326664,0,0,0,698180000,1310000000,599999999,299500000,7999990000,0,6599999999,0,21027300000,1.6835E+11,30000000010,3007500000,2.19615E+11,10,58000000005,10
65,4.7,4.433,12.5,2.733,2040,0.09,0.04,900000000,-0.008,0.083,-0.017,0.106,0.072,-0.05,0.067,-0.01,9E+11,5010000000,2820000000,6650000000,11000000000,8200000000,3000000000,6600000000,1550000000,12000000000,1,9E+11,1.24373E+13,4400000000,2820000000,4563803133,10342317047,1,1,6600000000,1550000000,621682067.1,3.33233E+11,180009.4025,3437.432425,1216.168178,0,1200000000,1549999999,0,0,0,0,0,3340497047,2020000000,1549999999,2499500000,6866589486,0,0,0,4561983133,2420000000,1549999999,2819500000,10342307047,0,6599999999,0,95665331329,2.574E+11,1.0075E+11,68907500000,2.59333E+11,10,1.17944E+11,10
66,8.233,8.3,8.5,0.7,2040,0.07,0.04,900000000,-0.119,-0.033,0.017,0.106,0.083,0.05,0.083,-0.23,1E+12,5010000000,2190000000,1890000000,18500000000,1900000000,2200000000,10800000000,1550000000,12000000000,1,1E+12,1.5709E+13,4400000000,2190000000,1890000000,9737290390,1,1,10800000000,1550000000,440076284.3,4.38636E+11,178856.7021,2403.63889,973.88169,0,1599999999,0,0,0,0,0,0,1888180000,2419999999,1549999999,2189500000,3001696900,0,10799999999,0,1888180000,2420000000,1549999999,2189500000,9737280390,0,10799999999,0,75627300000,2.794E+11,62000000010,54757500000,1.83884E+11,10,3.44331E+11,10
67,8.233,6.367,0.5,2.733,2040,0.09,0.17,700000000,-0.008,0.017,-0.017,0.106,0.139,0.028,0.017,-0.181,9E+11,5010000000,2190000000,3080000000,17000000000,5500000000,3200000000,3800000000,790000000,4000000000,1,9E+11,1.82279E+13,4400000000,2190000000,2628054164,4000000000,1,3200000000,3800000000,790000000,700000000,2.24587E+11,182854.6123,2735.311452,1101.263242,2203096524,1599999999,789999999,0,212195562,0,0,0,2626234164,2419999999,789999999,2189500000,2464177162,3199999999,3799999999,0,2626234164,2420000000,789999999,2189500000,3999990000,3199999999,3799999999,0,83304640036,2.794E+11,59250000010,98557500000,97111138103,1.30645E+11,1.51732E+11,10
68,8.233,2.5,12.5,2.733,2040,0.08,0.105,300000000,-0.119,0.033,0.05,0.139,0.128,-0.028,0.033,-0.01,1E+12,2000000000,930000000,1890000000,18500000000,5500000000,3200000000,6600000000,980000000,8000000000,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,6.467,8.3,12.5,0.7,2050,0.09,0.17,600000000,-0.147,-0.033,-0.15,0.083,0.05,0.039,0.1,-0.083,6E+11,5870000000,5970000000,1890000000,12500000000,1900000000,2800000000,13600000000,1930000000,16000000000,1,6E+11,7.87574E+12,4400000000,1853953754,1820000,7805793210,1,1,13600000000,1930000000,441273600.6,3E+11,103322.6006,2690.233098,783.9084414,0,400000000,1929999999,0,0,0,0,0,0,1220000000,1929999999,0,2211898974,0,0,0,0,2420000000,1929999999,1853453754,7805783210,0,13599999999,0,27300000,2.134E+11,1.0615E+11,18547037539,1.18876E+11,10,1.43E+11,10
70,4.7,8.3,0.5,4.767,2045,0.08,0.105,200000000,-0.202,0.033,0.117,0.05,0.106,0.028,-0.033,-0.23,1.1E+12,3290000000,5340000000,10220000000,17000000000,7300000000,3400000000,10800000000,2120000000,8000000000,1,1.1E+12,2.80708E+13,2500000000,5340000000,547378560.5,6650818766,1,3400000000,10562107073,2120000000,200000000,3.73476E+11,89677.49776,6240.12833,1785.671586,456393554,520000000,2119999999,5339500000,97520257,3399999999,0,0,545558560,520000000,2119999999,5339500000,4295970823,3399999999,0,0,545558560,520000000,2119999999,5339500000,6650808766,3399999999,10562107072,0,10974871209,1.71422E+11,1.59E+11,3.08791E+11,1.68926E+11,1.83185E+11,97701614360,10
71,8.233,2.5,12.5,4.767,2045,0.09,0.04,400000000,-0.119,-0.017,-0.05,0.094,0.083,0.039,-0.033,-0.083,7E+11,4580000000,1560000000,11410000000,9500000000,3700000000,2400000000,8000000000,1740000000,12000000000,1,7E+11,1.16877E+13,3579999999,1560000000,4808180374,6394319937,1,2180170808,1,1740000000,400000000,3.73476E+11,184657.2509,4123.307781,1382.385156,0,1599999999,1739999999,0,262157806,0,0,0,2689999625,1599999999,1739999999,1559500000,2658941197,0,0,0,4806360374,1599999999,1739999999,1559500000,6394309937,2180170807,0,0,1.33717E+11,2.22844E+11,1.305E+11,56783412147,1.42312E+11,13843112572,10,10
72,6.467,4.433,8.5,4.767,2030,0.07,0.04,700000000,-0.119,-0.05,0.117,0.061,0.061,0.05,0.033,-0.206,4E+11,2430000000,3450000000,10220000000,6500000000,6400000000,2200000000,8000000000,1740000000,12000000000,1,4E+11,5.11725E+12,2430000000,500000,10000000000,10000,1,1,1,1740000000,570100000,323438.5,195521.6481,1915.16749,962.534415,0,0,0,0,0,0,0,0,4998179999,19999999,154336666,0,0,0,0,0,9998180000,450000000,1739999999,0,0,0,0,0,2.25027E+11,1.3785E+11,37115050020,7500000,150000,10,10,10
73,8.233,8.3,4.5,6.8,2030,0.07,0.17,200000000,-0.174,0.017,-0.017,0.05,0.139,0.039,-0.033,-0.181,5E+11,4150000000,5970000000,5460000000,6500000000,8200000000,2600000000,3800000000,1930000000,12000000000,1,5E+11,7.5148E+12,2318571429,5970000000,1820000,6500000000,1,2600000000,1,1930000000,200000000,3.26073E+11,76159.27671,2812.853918,832.6387006,0,0,764362138,0,0,0,0,0,0,338571429,1929999999,0,2499990000,0,0,0,0,338571429,1929999999,5969500000,6499990000,2599999999,0,0,27300000,1.56921E+11,84843621395,97207500000,1.35E+11,26000000010,10,10
74,8.233,6.367,0.5,2.733,2035,0.07,0.04,1000000000,-0.036,0,0.15,0.117,0.117,-0.006,0.067,-0.132,5E+11,5440000000,930000000,10220000000,15500000000,8200000000,2200000000,8000000000,2120000000,12000000000,1,5E+11,5.73771E+12,3615300999,500000,9999999999,2500000000,1,1,1,2120000000,647571070,1.02912E+11,200202.5154,2965.185688,1184.89475,0,0,0,0,0,0,0,0,4998180000,35300999,2119999999,0,0,0,0,0,9998179999,1635300999,2119999999,0,2499990000,0,0,0,2.22527E+11,1.50165E+11,84800000010,7500000,42500150010,10,10,10
75,4.7,4.433,0.5,4.767,2045,0.09,0.04,500000000,-0.174,0.083,-0.117,0.117,0.083,0.039,-0.033,-0.108,9E+11,2860000000,1560000000,4270000000,8000000000,8200000000,2800000000,13600000000,1170000000,12000000000,1,9E+11,1.77484E+13,2860000000,1560000000,4270000000,8000000000,1,2800000000,7487972887,1170000000,473034000,3.73476E+11,180406.8582,3351.428887,1237.425177,0,880000000,1169999999,1559500000,459222384,0,0,0,3115563687,880000000,1169999999,1559500000,4359800610,2799999999,0,0,4268180000,880000000,1169999999,1559500000,7999990000,2799999999,7487972886,0,1.34875E+11,2.119E+11,87750000010,78007500000,2.06726E+11,1.12E+11,68741494691,10
76,10,2.5,0.5,6.8,2030,0.07,0.17,500000000,-0.147,-0.05,0.15,0.061,0.106,-0.039,0.1,-0.23,8E+11,5870000000,2820000000,9030000000,12500000000,2800000000,3200000000,9400000000,1930000000,12000000000,1,8E+11,1.27338E+13,4400000000,2820000000,1575740437,6991282585,1,3200000000,9400000000,1930000000,500000000,5.28479E+11,166878.1447,2765.439697,1022.774657,385294896,1599999999,0,0,0,0,0,0,1573920437,2419999999,1929999999,2499500000,5592000001,0,599999999,0,1573920437,2420000000,1929999999,2819500000,6991272585,3199999999,9399999999,0,55015859684,2.794E+11,77200000010,68907500000,1.68377E+11,32000000010,1.19099E+11,10
77,4.7,8.3,12.5,6.8,2030,0.07,0.105,1000000000,-0.036,0.083,0.117,0.117,0.061,0.05,-0.033,-0.01,1E+12,3290000000,4080000000,6650000000,14000000000,7300000000,3800000000,13600000000,1740000000,16000000000,1,1E+12,1.27403E+13,3290000000,4080000000,6650000000,9350000000,1,3800000000,1,1740000000,982780000,4.57225E+11,232469.4026,4107.75889,1569.12669,0,400000000,1739999999,0,0,0,0,0,6648180000,1220000000,1739999999,0,9349990000,0,0,0,6648180000,1310000000,1739999999,4079500000,9349990000,3799999999,0,0,2.37027E+11,1.972E+11,1.044E+11,73707500000,3.32152E+11,55512830595,10,10
78,10,4.433,4.5,6.8,2030,0.07,0.04,400000000,-0.063,0.05,0.117,0.128,0.117,0.05,0.083,-0.01,8E+11,2860000000,4080000000,4270000000,14000000000,5500000000,3000000000,8000000000,2310000000,8000000000,1,8E+11,1.03075E+13,2860000000,4080000000,4270000000,3769999999,1,3000000000,8000000000,2310000000,392634000,5.26E+11,172196.7293,4182.335214,1394.373482,0,60000000,2309999999,0,0,0,0,0,4228180001,880000000,2309999999,0,3769989999,0,0,0,4268180000,880000000,2309999999,4079500000,3769989999,2999999999,7999999999,0,1.52164E+11,1.75E+11,1.2705E+11,69107500000,1.254E+11,22121152409,1.29158E+11,10
